concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_001785,Elionurus muticus,Forage Plants,elionurus muticus,,,,,elionurus muticus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001786,Eragotris tremula,Forage Plants,eragotris tremula,,,,,eragotris tremula||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001787,Eragrostis curvula Dried,Forage Plants,eragrostis curvula,,Drying,,,eragrostis curvula||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001788,Jardinea congoensis,Forage Plants,jardinea congoensis,,,,,jardinea congoensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001789,Pasture,Forage Plants,pasture,,,,,pasture||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001790,Adansonia digitata Seed,Forage Plants,adansonia digitata,Seed,,,,adansonia digitata|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001791,Moringa stenopetala,Forage Plants,moringa stenopetala,,,,,moringa stenopetala||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001792,Moringa stenopetala Dried,Forage Plants,moringa stenopetala,,Drying,,,moringa stenopetala||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001793,Albizia harveyi,Forage Plants,albizia harveyi,,,,,albizia harveyi||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001794,Albizia harveyi Dried,Forage Plants,albizia harveyi,,Drying,,,albizia harveyi||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001795,Erythrina abyssinica,Forage Plants,erythrina abyssinica,,,,,erythrina abyssinica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001796,Erythrina abyssinica Wilted,Forage Plants,erythrina abyssinica,,Wilting,,,erythrina abyssinica||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001797,Gliciridia sepium,Forage Plants,gliciridia sepium,,,,,gliciridia sepium||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001798,Gliciridia sepium Wilted,Forage Plants,gliciridia sepium,,Wilting,,,gliciridia sepium||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001799,Gliciridia sepium Ground,Forage Plants,gliciridia sepium,,Grinding,,,gliciridia sepium||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001800,Gliciridia sepium Leaves,Forage Plants,gliciridia sepium,Leaf,,,,gliciridia sepium|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001801,Gliciridia sepium Leaves Dried,Forage Plants,gliciridia sepium,Leaf,Drying,,,gliciridia sepium|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001802,Pterocarpus erinaceus,Forage Plants,pterocarpus erinaceus,,,,,pterocarpus erinaceus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001803,Cassava Peel Dried Ground,Crop Byproduct,cassava,Peel,Drying;Grinding,,,cassava|Peel|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001804,Acacia nilotica Leaves Dried Ground,Forage Plants,acacia nilotica,Leaf,Drying;Grinding,,,acacia nilotica|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001805,African Palm Larvae,Animal,african palm larvae,,,,,african palm larvae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001806,Barley Bran,Crop Byproduct,barley,Bran,,,,barley|Bran|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001807,Unspecified Silage,Crop Byproduct,unspecified,,Ensiling,,,unspecified||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001809,Grass Dried,Forage Plants,grass,,Drying,,,grass||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001810,Khaya senegalensis,Forage Plants,khaya senegalensis,,,,,khaya senegalensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001811,Rumen Contents,Animal Byproduct,rumen contents,,,,,rumen contents||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001813,Sorghum Brewers Grain,Crop Byproduct,sorghum brewers,Grain,,,,sorghum brewers|Grain|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001814,Sorghum Brewers Grain Dried,Crop Byproduct,sorghum brewers,Grain,Drying,,,sorghum brewers|Grain|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001815,Date Cull,Crop Byproduct,date cull,,,,,date cull||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001816,Date Cull Dried Ground,Crop Byproduct,date cull,,Drying;Grinding,,,date cull||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001817,Legume Residue,Crop Byproduct,legume residue,,,,,legume residue||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001818,Ensete ventricosum Corm,Crop Product,ensete ventricosum corm,,,,,ensete ventricosum corm||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001819,Ensete ventricosum Leaves,Crop Product,ensete ventricosum,Leaf,,,,ensete ventricosum|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001820,Potato Starch,Crop Product,potato starch,,,,,potato starch||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001821,Terminalia brownii,Forage Plants,terminalia brownii,,,,,terminalia brownii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001822,Terminalia brownii Leaves,Forage Plants,terminalia brownii,Leaf,,,,terminalia brownii|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001823,Terminalia brownii Leaves Dried,Forage Plants,terminalia brownii,Leaf,Drying,,,terminalia brownii|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001824,Wood Charcoal,Other Ingredients,wood charcoal,,,,,wood charcoal||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001825,Olaquindox,Other Ingredients,olaquindox,,,,,olaquindox||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001826,ChemBind,Other Ingredients,chembind,,,,,chembind||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001827,Popcorn Waste,Other Ingredients,popcorn waste,,,,,popcorn waste||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001829,Biscuit Waste Ground,Other Ingredients,biscuit waste,,Grinding,,,biscuit waste||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001830,Biscuit Waste Dried Ground,Other Ingredients,biscuit waste,,Drying;Grinding,,,biscuit waste||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001831,Vitalite,Other Ingredients,vitalite,,,,,vitalite||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001832,Starch,Other Ingredients,starch,,,,,starch||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001834,Vitamin D3,Supplement,vitamin d3,,,,,vitamin d3||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001835,Oat Straw,Crop Byproduct,oat,Straw,,,,oat|Straw|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001836,Beet Pulp,Crop Byproduct,beet,,,Pulp,,beet|||Pulp|,low,expert_exception,"pulp may identify anatomical residue, by-product, or physical form",missing,unreviewed,proposed-not-applied,1.0.0
AOM_001837,Palm Oil Sludge,Crop Product,palm sludge,,,Oil,,palm sludge|||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001838,Biscuit Waste,Other Ingredients,biscuit waste,,,,,biscuit waste||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001839,Vitamin AD3E,Supplement,vitamin ad3e,,,,,vitamin ad3e||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001840,Sweet Potato Tuber,Crop Product,sweet potato,Tuber,,,,sweet potato|Tuber|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001841,Trifolium Ground,Forage Plants,trifolium,,Grinding,,,trifolium||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001842,Cabbage Discards,Crop Byproduct,cabbage discards,,,,,cabbage discards||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001843,Baby Corn Stalk Dried Wilted,Crop Byproduct,baby maize stalk,,Drying;Wilting,,,baby maize stalk||Drying;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001844,Maize Bran Ground,Crop Byproduct,maize,Bran,Grinding,,,maize|Bran|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001845,Malt Sprout,Crop Byproduct,malt sprout,,,,,malt sprout||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001846,Pollard,Crop Byproduct,pollard,,,,,pollard||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001847,Ficus sur,Crop Product,ficus sur,,,,,ficus sur||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001848,Ficus sur Fruits,Crop Product,ficus sur fruits,,,,,ficus sur fruits||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001849,Ficus sur Fruits Dried Ground,Crop Product,ficus sur fruits,,Drying;Grinding,,,ficus sur fruits||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001850,Brassica oleracea,Crop Product,brassica oleracea,,,,,brassica oleracea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001851,Spirulina,Forage Plants,spirulina,,,,,spirulina||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001852,Water Hyacinth Dried Ground,Forage Plants,water hyacinth,,Drying;Grinding,,,water hyacinth||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001853,Juncaceae,Forage Plants,juncaceae,,,,,juncaceae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001854,Plantago albicans,Forage Plants,plantago albicans,,,,,plantago albicans||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001855,Poaceae,Forage Plants,poaceae,,,,,poaceae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001857,Acacia saligna Dried,Forage Plants,acacia saligna,,Drying,,,acacia saligna||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001858,Atriplex nummularia Leaves,Forage Plants,atriplex nummularia,Leaf,,,,atriplex nummularia|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001859,Atriplex nummularia Dried,Forage Plants,atriplex nummularia,,Drying,,,atriplex nummularia||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001860,Berchemia discolor,Forage Plants,berchemia discolor,,,,,berchemia discolor||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001861,Berchemia discolor Leaves,Forage Plants,berchemia discolor,Leaf,,,,berchemia discolor|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001862,Berchemia discolor Leaves Dried,Forage Plants,berchemia discolor,Leaf,Drying,,,berchemia discolor|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001863,Chromolaena odorata Leaves Ground,Forage Plants,chromolaena odorata,Leaf,Grinding,,,chromolaena odorata|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001864,Forb,Forage Plants,forb,,,,,forb||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001865,Free Gossypol,Other Ingredients,free gossypol,,,,,free gossypol||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001866,Glycerol,Other Ingredients,glycerol,,,,,glycerol||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001867,Sand,Other Ingredients,sand,,,,,sand||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001868,Toxynil,Other Ingredients,toxynil,,,,,toxynil||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001869,Waste Activated Sludge,Other Ingredients,waste activated sludge,,,,,waste activated sludge||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001870,Prime Gluten 60,Preformulated Feed,prime gluten 60,,,,,prime gluten 60||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001871,Urtica dioica,Supplement,urtica dioica,,,,,urtica dioica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001872,Alkali,Supplement,alkali,,,,,alkali||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001876,Atella,Crop Byproduct,atella,,,,,atella||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001877,Clupeid Fish,Animal,clupeid fish,,,,,clupeid fish||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001878,Clupeid Fish Ground,Animal,clupeid fish,,Grinding,,,clupeid fish||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001879,Cod,Animal,cod,,,,,cod||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001880,Cod Liver Oil,Animal,cod liver,,,Oil,,cod liver|||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001881,Herring Ground,Animal,herring,,Grinding,,,herring||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001882,Herring,Animal,herring,,,,,herring||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001883,Unspecified Bran Ground,Crop Byproduct,unspecified,Bran,Grinding,,,unspecified|Bran|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001884,Brewers Grain,Crop Byproduct,brewers,Grain,,,,brewers|Grain|||,high,rule_application_candidate,,missing,approved_deprecated,proposed-not-applied,1.0.0
AOM_001885,Maize Straw Ensiled Urea Treated,Crop Byproduct,maize,Straw,Ensiling;Urea treatment,,,maize|Straw|Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001887,Wheat Straw,Crop Byproduct,wheat,Straw,,,,wheat|Straw|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001888,Mango Seed Kernel Ground,Crop Byproduct,mango,Kernel;Seed,Grinding,,,mango|Kernel;Seed|Grinding||,medium,batch_review,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001889,Orange Peels,Crop Byproduct,orange peels,,,,,orange peels||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001890,Groundnut Straw,Crop Byproduct,groundnut,Straw,,,,groundnut|Straw|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001891,Soybean Hull,Crop Byproduct,soybean hull,,,,,soybean hull||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001892,Sorghum Threshed Top,Crop Byproduct,sorghum threshed top,,,,,sorghum threshed top||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001893,Hibiscus Seed,Crop Byproduct,hibiscus,Seed,,,,hibiscus|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001894,Sunflower Seed Cake Ground,Crop Byproduct,sunflower,Seed,Grinding,Cake,,sunflower|Seed|Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001895,Oat,Crop Product,oat,,,,,oat||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001896,Blue Lupin Grain,Crop Product,blue lupin,Grain,,,,blue lupin|Grain|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001897,Sheanut,Crop Product,sheanut,,,,,sheanut||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001898,Bothriochloa dried,Forage Plants,bothriochloa,,Drying,,,bothriochloa||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001900,Stereochlaena cameronii,Forage Plants,stereochlaena cameronii,,,,,stereochlaena cameronii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001901,Atriplex nummularia,Forage Plants,atriplex nummularia,,,,,atriplex nummularia||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001902,Sesbania sesban Leaves Dried,Forage Plants,sesbania sesban,Leaf,Drying,,,sesbania sesban|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001903,Asteraceae,Supplement,asteraceae,,,,,asteraceae||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001906,Blue Lupin Grain Roasted,Crop Product,blue lupin,Grain,Roasting,,,blue lupin|Grain|Roasting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001907,Blue Lupin Grain Dried,Crop Product,blue lupin,Grain,Drying,,,blue lupin|Grain|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001909,Black Cumin Seed Ground,Crop Product,black cumin,Seed,Grinding,,,black cumin|Seed|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001910,Unspecified Grass Dried Ground,Forage Plants,unspecified grass,,Drying;Grinding,,,unspecified grass||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001911,Unspecified Grass Dried,Forage Plants,unspecified grass,,Drying,,,unspecified grass||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001912,Unspecified Grass,Forage Plants,unspecified grass,,,,,unspecified grass||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001913,Moringa oleifera Leaves Dried Ground,Forage Plants,moringa oleifera,Leaf,Drying;Grinding,,,moringa oleifera|Leaf|Drying;Grinding||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_001914,Opuntia ficus indica Cladode,Forage Plants,opuntia ficus indica cladode,,,,,opuntia ficus indica cladode||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001915,Opuntia ficus indica Cladode Ensiled,Forage Plants,opuntia ficus indica cladode,,Ensiling,,,opuntia ficus indica cladode||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001916,Crop Byproduct,Crop Byproduct,crop byproduct,,,,,crop byproduct||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001917,Unspecified Filler,Other Ingredients,unspecified filler,,,,,unspecified filler||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001918,Sesbania Dried,Forage Plants,sesbania,,Drying,,,sesbania||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001919,Leucaena Leaves Dried,Forage Plants,leucaena,Leaf,Drying,,,leucaena|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001921,Vitalyte,Other Ingredients,vitalyte,,,,,vitalyte||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001922,Water,Other Ingredients,water,,,,,water||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001923,Shrimp Heads,Animal,shrimp heads,,,,,shrimp heads||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001924,Shrimp Heads Ground,Animal,shrimp heads,,Grinding,,,shrimp heads||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001925,Fish Boiled Dried Ground,Animal,fish,,Boiling;Drying;Grinding,,,fish||Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001926,Menhaden Ground,Animal,menhaden,,Grinding,,,menhaden||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001927,Rainbow Trout,Animal,rainbow trout,,,,,rainbow trout||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001928,Rainbow Trout Viscera De-oiled Ensiled,Animal,rainbow trout viscera de oiled,,Ensiling,,,rainbow trout viscera de oiled||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001929,Sardine Ground,Animal,sardine,,Grinding,,,sardine||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001930,Trout Oil,Animal,trout,,,Oil,,trout|||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001931,Tuna Ground,Animal,tuna,,Grinding,,,tuna||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001932,Housefly Maggot Dried Ground,Animal,housefly maggot,,Drying;Grinding,,,housefly maggot||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001933,Termite Dried Ground,Animal,termite,,Drying;Grinding,,,termite||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001934,Winged Termite Dried Ground,Animal,winged termite,,Drying;Grinding,,,winged termite||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001935,Suckled milk,Animal,suckled milk,,,,,suckled milk||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001936,Giant Snail,Animal,giant snail,,,,,giant snail||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001937,Giant Snail Boiled Dried Ground,Animal,giant snail,,Boiling;Drying;Grinding,,,giant snail||Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001938,Chicken Offal Dried Ground,Animal,chicken offal,,Drying;Grinding,,,chicken offal||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001939,Rumen Contents Dried Ground,Animal Byproduct,rumen contents,,Drying;Grinding,,,rumen contents||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001940,Chicken Manure Dried Ground,Animal Manures,chicken manure,,Drying;Grinding,,,chicken manure||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001941,Poultry Litter Dried Ground,Animal Manures,poultry litter,,Drying;Grinding,,,poultry litter||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001942,Maize Husk Dried Ground,Crop Byproduct,maize,Husk,Drying;Grinding,,,maize|Husk|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001943,Maize Cob Ensiled,Crop Byproduct,maize,Cob,Ensiling,,,maize|Cob|Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001944,Maize Leaves Dried,Crop Byproduct,maize,Leaf,Drying,,,maize|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001945,Sorghum Brewers Grain Dried Refermented,Crop Byproduct,sorghum brewers refermented,Grain,Drying,,,sorghum brewers refermented|Grain|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001946,Plantain Peel Dried Ground,Crop Byproduct,plantain,Peel,Drying;Grinding,,,plantain|Peel|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001947,Orange Peels Dried Fermented Ground,Crop Byproduct,orange peels,,Drying;Fermentation;Grinding,,,orange peels||Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001948,Common Bean Haulm Dried,Crop Byproduct,common bean haulm,,Drying,,,common bean haulm||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001949,Soybean Flakes Defatted Dried Ground,Crop Byproduct,soybean flakes,,Defatting;Drying;Grinding,,,soybean flakes||Defatting;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,Crop Byproduct,sesame,Seed,Autoclaving;Drying;Grinding,Cake,,sesame|Seed|Autoclaving;Drying;Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001952,Beetroot Discards Dried,Crop Byproduct,beetroot discards,,Drying,,,beetroot discards||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001953,Potato Hash Ensiled,Crop Byproduct,potato hash,,Ensiling,,,potato hash||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001954,Sweet Potato Vine Ensiled,Crop Byproduct,sweet potato,Vine,Ensiling,,,sweet potato|Vine|Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001955,Cabbage Discards Dried,Crop Byproduct,cabbage discards,,Drying,,,cabbage discards||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001956,Tomato Waste,Crop Byproduct,tomato waste,,,,,tomato waste||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001957,Tomato Waste Dried,Crop Byproduct,tomato waste,,Drying,,,tomato waste||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
