concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_000764,Mineral Block,Supplement,mineral,,,Block,,mineral|||Block|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000765,Maclik,Supplement,maclik,,,,,maclik||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000766,Mineral Lick,Supplement,mineral lick,,,,,mineral lick||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000768,Monocalcium Phosphate,Supplement,monocalcium phosphate,,,,,monocalcium phosphate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000770,Phosphorus,Supplement,phosphorus,,,,,phosphorus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000772,Salt,Other Ingredients,salt,,,,,salt||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000774,Selenium,Supplement,selenium,,,,,selenium||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000776,Sulphur,Supplement,sulphur,,,,,sulphur||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000777,Tricalcium Phosphate,Supplement,tricalcium phosphate,,,,,tricalcium phosphate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000778,Zinc,Supplement,zinc,,,,,zinc||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000779,Mineral,Supplement,mineral,,,,,mineral||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000780,Lecithin,Other Ingredients,lecithin,,,,,lecithin||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000781,Other Ingredients,Other Ingredients,other ingredients,,,,,other ingredients||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000782,Antitoxins,Other Ingredients,antitoxins,,,,,antitoxins||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000783,Molasses & Urea Block,Other Ingredients,molasses urea,,,Block,,molasses urea|||Block|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000787,Choline Cloride,Supplement,choline cloride,,,,,choline cloride||||,high,retain_atomic_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_000788,Vitamin B12,Supplement,vitamin b12,,,,,vitamin b12||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000789,Vitamin C,Supplement,vitamin c,,,,,vitamin c||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000790,Vitamin E,Supplement,vitamin e,,,,,vitamin e||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000791,Vitamin Mix,Supplement,vitamin mix,,,,,vitamin mix||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000793,Vitamin,Supplement,vitamin,,,,,vitamin||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000794,Minerals and Vitamins Mix,Supplement,minerals and vitamins mix,,,,,minerals and vitamins mix||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000795,Mixture,Supplement,mixture,,,,,mixture||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000798,Beef Survival Meal,Preformulated Feed,beef survival,,,Meal,,beef survival|||Meal|,low,expert_exception,"meal may identify product, physical form, or grinding result",missing,unreviewed,proposed-not-applied,1.0.0
AOM_000799,Commercial Feed,Preformulated Feed,commercial feed,,,,,commercial feed||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000800,Concentrate,Preformulated Feed,concentrate,,,,,concentrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000801,Dairy Meal,Preformulated Feed,dairy,,,Meal,,dairy|||Meal|,low,expert_exception,"meal may identify product, physical form, or grinding result",missing,unreviewed,proposed-not-applied,1.0.0
AOM_000803,Layer Concentrate,Preformulated Feed,layer concentrate,,,,,layer concentrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000804,Total Mixed Ration,Preformulated Feed,total mixed ration,,,,,total mixed ration||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000805,Imported Concentrate,Preformulated Feed,imported concentrate,,,,,imported concentrate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000807,Prebiotic,Prebiotic,prebiotic,,,,,prebiotic||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000808,Fumaric Acid,Organic Acid,fumaric acid,,,,,fumaric acid||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000809,Essential Fatty Acid,Essential Fatty Acid,essential fatty acid,,,,,essential fatty acid||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_000811,Herb or Extract,Herb or Extract,herb or extract,,,,,herb or extract||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001066,Cobalt,Supplement,cobalt,,,,,cobalt||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001067,Copper Sulfate Anhydrous,Supplement,copper sulfate anhydrous,,,,,copper sulfate anhydrous||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001068,Pseudovitamin,Supplement,pseudovitamin,,,,,pseudovitamin||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001069,Inositol,Supplement,inositol,,,,,inositol||||,high,retain_atomic_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_001091,Anti-mycotoxin,Supplement,anti mycotoxin,,,,,anti mycotoxin||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001094,Chicken Manure Dried,Animal Manures,chicken manure,,Drying,,,chicken manure||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001095,Cattle Manure,Animal Manures,cattle manure,,,,,cattle manure||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001096,Chicken Ground,Animal,chicken,,Grinding,,,chicken||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001097,Pig Manure,Animal Manures,pig manure,,,,,pig manure||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001098,Fish Boiled Ground,Animal,fish,,Boiling;Grinding,,,fish||Boiling;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001099,Feather Ground,Animal Byproduct,feather,,Grinding,,,feather||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001100,Fish Ground Roasted,Animal,fish,,Grinding;Roasting,,,fish||Grinding;Roasting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001101,Fish Dried Ground,Animal,fish,,Drying;Grinding,,,fish||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001103,Fish Dried,Animal,fish,,Drying,,,fish||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001104,Fish Processing Waste Dried,Animal Byproduct,fish processing waste,,Drying,,,fish processing waste||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001105,Lake Shells,Animal Byproduct,lake shells,,,,,lake shells||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001106,Meat and Bone,Animal Byproduct,meat and bone,,,,,meat and bone||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001107,Meat and Bone Ground,Animal Byproduct,meat and bone,,Grinding,,,meat and bone||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001108,Oryctes rhinoceros Ground,Animal,oryctes rhinoceros,,Grinding,,,oryctes rhinoceros||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001109,Poultry Litter Dried,Animal Manures,poultry litter,,Drying,,,poultry litter||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001110,Rastrineobola argentea,Animal,rastrineobola argentea,,,,,rastrineobola argentea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001111,Termite Ground,Animal,termite,,Grinding,,,termite||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001112,Shrimp Ground,Animal,shrimp,,Grinding,,,shrimp||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001113,Giant Snail Ground,Animal,giant snail,,Grinding,,,giant snail||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001114,Mollusk,Animal,mollusk,,,,,mollusk||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001115,Trout,Animal,trout,,,,,trout||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001116,Tuna Waste Ground,Animal,tuna waste,,Grinding,,,tuna waste||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001117,Blue Lupin Dried,Crop Product,blue lupin,,Drying,,,blue lupin||Drying||,high,rule_application_candidate,,present,unreviewed,proposed-not-applied,1.0.0
AOM_001118,Acacia cyanophylla,Forage Plants,acacia cyanophylla,,,,,acacia cyanophylla||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001119,Acacia saligna,Forage Plants,acacia saligna,,,,,acacia saligna||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001120,Acacia saligna Leaves and Soft Twig,Forage Plants,acacia saligna and soft twig,Leaf,,,,acacia saligna and soft twig|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001121,Acacia senegal,Forage Plants,acacia senegal,,,,,acacia senegal||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001122,Acacia senegal Pods,Forage Plants,acacia senegal,Pod,,,,acacia senegal|Pod|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001123,Acacia senegal Leaves,Forage Plants,acacia senegal,Leaf,,,,acacia senegal|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001125,Acacia tortilis Leaves,Forage Plants,acacia tortilis,Leaf,,,,acacia tortilis|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001126,Afzelia africana,Forage Plants,afzelia africana,,,,,afzelia africana||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001127,Afzelia africana Leaves Wilted,Forage Plants,afzelia africana,Leaf,Wilting,,,afzelia africana|Leaf|Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001128,Annona senegalensis,Forage Plants,annona senegalensis,,,,,annona senegalensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001129,Annona senegalensis Leaves,Forage Plants,annona senegalensis,Leaf,,,,annona senegalensis|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001131,Azadirachta indica,Forage Plants,azadirachta indica,,,,,azadirachta indica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001132,Azadirachta indica Leaves,Forage Plants,azadirachta indica,Leaf,,,,azadirachta indica|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001133,Calliandra calothyrsus,Forage Plants,calliandra calothyrsus,,,,,calliandra calothyrsus||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001134,Calliandra calothyrsus Leaves,Forage Plants,calliandra calothyrsus,Leaf,,,,calliandra calothyrsus|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001135,Calycotome villosa,Forage Plants,calycotome villosa,,,,,calycotome villosa||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001136,Carissa edulis,Forage Plants,carissa edulis,,,,,carissa edulis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001137,Chamaecytisus palmensis,Forage Plants,chamaecytisus palmensis,,,,,chamaecytisus palmensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001138,Combretum apiculatum,Forage Plants,combretum apiculatum,,,,,combretum apiculatum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001139,Daniellia oliveri,Forage Plants,daniellia oliveri,,,,,daniellia oliveri||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001140,Daniellia oliveri Leaves,Forage Plants,daniellia oliveri,Leaf,,,,daniellia oliveri|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001141,Dichrostachys cinerea,Forage Plants,dichrostachys cinerea,,,,,dichrostachys cinerea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001142,Erythrina brucei,Forage Plants,erythrina brucei,,,,,erythrina brucei||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001143,Erythrina brucei Leaves,Forage Plants,erythrina brucei,Leaf,,,,erythrina brucei|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001144,Euclea schimperi,Forage Plants,euclea schimperi,,,,,euclea schimperi||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001145,Faidherbia albida,Forage Plants,faidherbia albida,,,,,faidherbia albida||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001146,Poultry Litter,Animal Manures,poultry litter,,,,,poultry litter||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001147,Ficus thonningii,Forage Plants,ficus thonningii,,,,,ficus thonningii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001148,Ficus thonningii Leaves,Forage Plants,ficus thonningii,Leaf,,,,ficus thonningii|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001149,Gliricidia sepium,Forage Plants,gliricidia sepium,,,,,gliricidia sepium||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001150,Gliricidia sepium Leaves and Soft Twig,Forage Plants,gliricidia sepium and soft twig,Leaf,,,,gliricidia sepium and soft twig|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001151,Gmelina arborea,Forage Plants,gmelina arborea,,,,,gmelina arborea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001152,Moringa oleifera,Forage Plants,moringa oleifera,,,,,moringa oleifera||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001153,Hoodia gordonii,Forage Plants,hoodia gordonii,,,,,hoodia gordonii||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001154,Jatropha curcas Kernel,Forage Plants,jatropha curcas,Kernel,,,,jatropha curcas|Kernel|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001155,Jatropha curcas Kernel Ground,Forage Plants,jatropha curcas,Kernel,Grinding,,,jatropha curcas|Kernel|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001156,Jatropha curcas Seed,Forage Plants,jatropha curcas,Seed,,,,jatropha curcas|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001157,Jatropha curcas Seed Ground,Forage Plants,jatropha curcas,Seed,Grinding,,,jatropha curcas|Seed|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001158,Khaya senegalensis Dried,Forage Plants,khaya senegalensis,,Drying,,,khaya senegalensis||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001164,Mucuna pruriens Seed,Forage Plants,mucuna pruriens,Seed,,,,mucuna pruriens|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001166,Opuntia ficus indica,Forage Plants,opuntia ficus indica,,,,,opuntia ficus indica||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001167,Opuntia ficus indica Juice,Forage Plants,opuntia ficus indica juice,,,,,opuntia ficus indica juice||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001168,Opuntia ficus indica Ground,Forage Plants,opuntia ficus indica,,Grinding,,,opuntia ficus indica||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001169,Pithecellobium dulce,Forage Plants,pithecellobium dulce,,,,,pithecellobium dulce||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001170,Pithecellobium dulce Leaves,Forage Plants,pithecellobium dulce,Leaf,,,,pithecellobium dulce|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001171,Prosopis africana,Forage Plants,prosopis africana,,,,,prosopis africana||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001174,Sesbania goetzei,Forage Plants,sesbania goetzei,,,,,sesbania goetzei||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001175,Unspecified Indigenous Trees,Forage Plants,unspecified indigenous trees,,,,,unspecified indigenous trees||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001176,Banana Peel,Crop Byproduct,banana,Peel,,,,banana|Peel|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
