subject_id,relation_type,object_id,status
AOM_002220,broader,AOM_000718,derived-from-levels
AOM_001821,broader,AOM_000718,derived-from-levels
AOM_001823,broader,AOM_001822,derived-from-levels
AOM_001822,broader,AOM_001821,derived-from-levels
AOM_002059,broader,AOM_000718,derived-from-levels
AOM_000716,broader,AOM_000718,derived-from-levels
AOM_001726,broader,AOM_000716,derived-from-levels
AOM_006255,broader,AOM_000716,derived-from-levels
AOM_001175,broader,AOM_000718,derived-from-levels
AOM_003694,broader,AOM_000718,derived-from-levels
AOM_006212,broader,AOM_001600,derived-from-levels
AOM_001600,broader,AOM_003693,derived-from-levels
AOM_003693,broader,AOM_000718,derived-from-levels
AOM_006208,broader,AOM_004614,derived-from-levels
AOM_006207,broader,AOM_004614,derived-from-levels
AOM_006210,broader,AOM_003902,derived-from-levels
AOM_006209,broader,AOM_003902,derived-from-levels
AOM_003902,broader,AOM_004614,derived-from-levels
AOM_006211,broader,AOM_004614,derived-from-levels
AOM_004614,broader,AOM_000718,derived-from-levels
AOM_006186,broader,AOM_003984,derived-from-levels
AOM_003999,broader,AOM_003984,derived-from-levels
AOM_003984,broader,AOM_000718,derived-from-levels
AOM_006185,broader,AOM_003926,derived-from-levels
AOM_003950,broader,AOM_003926,derived-from-levels
AOM_002060,broader,AOM_000718,derived-from-levels
AOM_006177,broader,AOM_003981,derived-from-levels
AOM_000726,broader,AOM_000735,derived-from-levels
AOM_001205,broader,AOM_000726,derived-from-levels
AOM_001203,broader,AOM_000719,derived-from-levels
AOM_001774,broader,AOM_000719,derived-from-levels
AOM_002134,broader,AOM_000719,derived-from-levels
AOM_002089,broader,AOM_002088,derived-from-levels
AOM_002088,broader,AOM_000719,derived-from-levels
AOM_000719,broader,AOM_000726,derived-from-levels
AOM_001206,broader,AOM_000726,derived-from-levels
AOM_001207,broader,AOM_000726,derived-from-levels
AOM_001528,broader,AOM_001527,derived-from-levels
AOM_001527,broader,AOM_000726,derived-from-levels
AOM_002066,broader,AOM_001208,derived-from-levels
AOM_001727,broader,AOM_001208,derived-from-levels
AOM_006062,broader,AOM_003549,derived-from-levels
AOM_006061,broader,AOM_003549,derived-from-levels
AOM_003549,broader,AOM_001208,derived-from-levels
AOM_001208,broader,AOM_000726,derived-from-levels
AOM_001728,broader,AOM_001575,derived-from-levels
AOM_001575,broader,AOM_000726,derived-from-levels
AOM_001210,broader,AOM_001209,derived-from-levels
AOM_001209,broader,AOM_000726,derived-from-levels
AOM_001211,broader,AOM_000726,derived-from-levels
AOM_001729,broader,AOM_001212,derived-from-levels
AOM_001212,broader,AOM_000726,derived-from-levels
AOM_006085,broader,AOM_003962,derived-from-levels
AOM_003962,broader,AOM_000726,derived-from-levels
AOM_006120,broader,AOM_003216,derived-from-levels
AOM_003216,broader,AOM_000726,derived-from-levels
AOM_001216,broader,AOM_000726,derived-from-levels
AOM_001666,broader,AOM_002204,derived-from-levels
AOM_001732,broader,AOM_002204,derived-from-levels
AOM_006174,broader,AOM_002204,derived-from-levels
AOM_001665,broader,AOM_002204,derived-from-levels
AOM_006087,broader,AOM_002204,derived-from-levels
AOM_001731,broader,AOM_001215,derived-from-levels
AOM_001215,broader,AOM_002204,derived-from-levels
AOM_001219,broader,AOM_002204,derived-from-levels
AOM_002204,broader,AOM_000726,derived-from-levels
AOM_003910,broader,AOM_000726,derived-from-levels
AOM_001526,broader,AOM_000726,derived-from-levels
AOM_001991,broader,AOM_001221,derived-from-levels
AOM_001734,broader,AOM_001221,derived-from-levels
AOM_001221,broader,AOM_000726,derived-from-levels
AOM_001735,broader,AOM_001222,derived-from-levels
AOM_001222,broader,AOM_000726,derived-from-levels
AOM_001225,broader,AOM_001224,derived-from-levels
AOM_001224,broader,AOM_000726,derived-from-levels
AOM_001226,broader,AOM_000726,derived-from-levels
AOM_001697,broader,AOM_001227,derived-from-levels
AOM_006234,broader,AOM_001227,derived-from-levels
AOM_006230,broader,AOM_001164,derived-from-levels
AOM_006399,broader,AOM_001164,derived-from-levels
AOM_006229,broader,AOM_001164,derived-from-levels
AOM_006500,broader,AOM_001164,derived-from-levels
AOM_006231,broader,AOM_001164,derived-from-levels
AOM_001698,broader,AOM_001164,derived-from-levels
AOM_001164,broader,AOM_001227,derived-from-levels
AOM_001227,broader,AOM_000726,derived-from-levels
AOM_001531,broader,AOM_001530,derived-from-levels
AOM_001530,broader,AOM_000726,derived-from-levels
AOM_001232,broader,AOM_001231,derived-from-levels
AOM_001231,broader,AOM_000726,derived-from-levels
AOM_001532,broader,AOM_000726,derived-from-levels
AOM_001744,broader,AOM_001233,derived-from-levels
AOM_001736,broader,AOM_001233,derived-from-levels
AOM_001235,broader,AOM_001233,derived-from-levels
AOM_001233,broader,AOM_000726,derived-from-levels
AOM_001737,broader,AOM_001236,derived-from-levels
AOM_001236,broader,AOM_000726,derived-from-levels
AOM_001238,broader,AOM_001237,derived-from-levels
AOM_001237,broader,AOM_000726,derived-from-levels
AOM_001239,broader,AOM_000726,derived-from-levels
AOM_006258,broader,AOM_003239,derived-from-levels
AOM_003239,broader,AOM_000726,derived-from-levels
AOM_003069,broader,AOM_000726,derived-from-levels
AOM_006253,broader,AOM_001529,derived-from-levels
AOM_001841,broader,AOM_001529,derived-from-levels
AOM_001529,broader,AOM_000726,derived-from-levels
AOM_001738,broader,AOM_001240,derived-from-levels
AOM_006089,broader,AOM_001240,derived-from-levels
AOM_006042,broader,AOM_001241,derived-from-levels
AOM_006321,broader,AOM_001241,derived-from-levels
AOM_001241,broader,AOM_001240,derived-from-levels
AOM_001240,broader,AOM_000726,derived-from-levels
AOM_006254,broader,AOM_001548,derived-from-levels
AOM_001548,broader,AOM_000726,derived-from-levels
AOM_000725,broader,AOM_001242,derived-from-levels
AOM_001993,broader,AOM_001242,derived-from-levels
AOM_001242,broader,AOM_000726,derived-from-levels
AOM_001243,broader,AOM_000726,derived-from-levels
AOM_000734,broader,AOM_000735,derived-from-levels
AOM_003063,broader,AOM_000734,derived-from-levels
AOM_001533,broader,AOM_000734,derived-from-levels
AOM_003545,broader,AOM_003064,derived-from-levels
AOM_003064,broader,AOM_000734,derived-from-levels
AOM_001569,broader,AOM_000734,derived-from-levels
AOM_001570,broader,AOM_000734,derived-from-levels
AOM_001535,broader,AOM_000734,derived-from-levels
AOM_006028,broader,AOM_002169,derived-from-levels
AOM_006213,broader,AOM_002169,derived-from-levels
AOM_006029,broader,AOM_002169,derived-from-levels
AOM_006030,broader,AOM_003914,derived-from-levels
AOM_003914,broader,AOM_003893,derived-from-levels
AOM_003893,broader,AOM_000734,derived-from-levels
AOM_006350,broader,AOM_000734,derived-from-levels
AOM_006351,broader,AOM_000734,derived-from-levels
AOM_003895,broader,AOM_006031,derived-from-levels
AOM_006031,broader,AOM_000734,derived-from-levels
AOM_002305,broader,AOM_000734,derived-from-levels
AOM_003062,broader,AOM_000734,derived-from-levels
AOM_001628,broader,AOM_001574,derived-from-levels
AOM_001741,broader,AOM_001574,derived-from-levels
AOM_001574,broader,AOM_001573,derived-from-levels
AOM_001573,broader,AOM_000734,derived-from-levels
AOM_001637,broader,AOM_001636,derived-from-levels
AOM_001863,broader,AOM_001636,derived-from-levels
AOM_001636,broader,AOM_001536,derived-from-levels
AOM_001536,broader,AOM_000734,derived-from-levels
AOM_006198,broader,AOM_003879,derived-from-levels
AOM_006069,broader,AOM_001537,derived-from-levels
AOM_001537,broader,AOM_000734,derived-from-levels
AOM_006070,broader,AOM_003077,derived-from-levels
AOM_003077,broader,AOM_000734,derived-from-levels
AOM_001538,broader,AOM_000734,derived-from-levels
AOM_001539,broader,AOM_000734,derived-from-levels
AOM_001540,broader,AOM_000734,derived-from-levels
AOM_001541,broader,AOM_000734,derived-from-levels
AOM_006354,broader,AOM_000734,derived-from-levels
AOM_006084,broader,AOM_000734,derived-from-levels
AOM_003896,broader,AOM_006084,derived-from-levels
AOM_006355,broader,AOM_000734,derived-from-levels
AOM_002069,broader,AOM_000734,derived-from-levels
AOM_006096,broader,AOM_001542,derived-from-levels
AOM_001542,broader,AOM_000734,derived-from-levels
AOM_006370,broader,AOM_000734,derived-from-levels
AOM_001543,broader,AOM_000734,derived-from-levels
AOM_001864,broader,AOM_000734,derived-from-levels
AOM_006375,broader,AOM_000734,derived-from-levels
AOM_003061,broader,AOM_000734,derived-from-levels
AOM_006122,broader,AOM_002190,derived-from-levels
AOM_006290,broader,AOM_003068,derived-from-levels
AOM_003668,broader,AOM_003068,derived-from-levels
AOM_003068,broader,AOM_000734,derived-from-levels
AOM_006387,broader,AOM_000734,derived-from-levels
AOM_000733,broader,AOM_000734,derived-from-levels
AOM_003067,broader,AOM_000734,derived-from-levels
AOM_003065,broader,AOM_000734,derived-from-levels
AOM_001550,broader,AOM_001549,derived-from-levels
AOM_001549,broader,AOM_000734,derived-from-levels
AOM_001551,broader,AOM_000734,derived-from-levels
AOM_003977,broader,AOM_000734,derived-from-levels
AOM_000808,broader,AOM_006389,derived-from-levels
AOM_000745,broader,AOM_000781,derived-from-levels
AOM_001994,broader,AOM_000743,derived-from-levels
AOM_002071,broader,AOM_001373,derived-from-levels
AOM_002070,broader,AOM_001373,derived-from-levels
AOM_000747,broader,AOM_000781,derived-from-levels
AOM_006101,broader,AOM_003172,derived-from-levels
AOM_001830,broader,AOM_001838,derived-from-levels
AOM_001829,broader,AOM_001838,derived-from-levels
AOM_006364,broader,AOM_003829,derived-from-levels
AOM_001997,broader,AOM_001868,derived-from-levels
AOM_001917,broader,AOM_000781,derived-from-levels
AOM_006179,broader,AOM_003203,derived-from-levels
AOM_001508,broader,AOM_000807,derived-from-levels
AOM_001501,broader,AOM_001491,derived-from-levels
AOM_000798,broader,AOM_001491,derived-from-levels
AOM_002110,broader,AOM_001491,derived-from-levels
AOM_000799,broader,AOM_001491,derived-from-levels
AOM_000800,broader,AOM_001491,derived-from-levels
AOM_001493,broader,AOM_000800,derived-from-levels
AOM_000805,broader,AOM_000800,derived-from-levels
AOM_000803,broader,AOM_000800,derived-from-levels
AOM_001492,broader,AOM_000800,derived-from-levels
AOM_000801,broader,AOM_001491,derived-from-levels
AOM_001494,broader,AOM_001491,derived-from-levels
AOM_002097,broader,AOM_001491,derived-from-levels
AOM_001495,broader,AOM_001491,derived-from-levels
AOM_003495,broader,AOM_001491,derived-from-levels
AOM_003995,broader,AOM_001491,derived-from-levels
AOM_002109,broader,AOM_001491,derived-from-levels
AOM_002098,broader,AOM_001491,derived-from-levels
AOM_006154,broader,AOM_001870,derived-from-levels
AOM_003870,broader,AOM_001491,derived-from-levels
AOM_003991,broader,AOM_001491,derived-from-levels
AOM_001498,broader,AOM_001491,derived-from-levels
AOM_001496,broader,AOM_001491,derived-from-levels
AOM_001502,broader,AOM_001491,derived-from-levels
AOM_000804,broader,AOM_001491,derived-from-levels
AOM_006340,broader,AOM_003076,derived-from-levels
AOM_001420,broader,AOM_003076,derived-from-levels
AOM_001419,broader,AOM_003076,derived-from-levels
AOM_001421,broader,AOM_003076,derived-from-levels
AOM_001422,broader,AOM_003076,derived-from-levels
AOM_003878,broader,AOM_000737,derived-from-levels
AOM_000739,broader,AOM_000737,derived-from-levels
AOM_000740,broader,AOM_000737,derived-from-levels
AOM_001377,broader,AOM_000737,derived-from-levels
AOM_000738,broader,AOM_000737,derived-from-levels
AOM_001433,broader,AOM_000737,derived-from-levels
AOM_000748,broader,AOM_000751,derived-from-levels
AOM_000749,broader,AOM_000751,derived-from-levels
AOM_003747,broader,AOM_000751,derived-from-levels
AOM_003749,broader,AOM_000751,derived-from-levels
AOM_000750,broader,AOM_000751,derived-from-levels
AOM_006114,broader,AOM_000750,derived-from-levels
AOM_003994,broader,AOM_000751,derived-from-levels
AOM_006323,broader,AOM_000752,derived-from-levels
AOM_002001,broader,AOM_003997,derived-from-levels
AOM_006338,broader,AOM_003996,derived-from-levels
AOM_002002,broader,AOM_001871,derived-from-levels
AOM_006331,broader,AOM_000779,derived-from-levels
AOM_001872,broader,AOM_000779,derived-from-levels
AOM_000754,broader,AOM_000779,derived-from-levels
AOM_001066,broader,AOM_000779,derived-from-levels
AOM_000756,broader,AOM_000779,derived-from-levels
AOM_000759,broader,AOM_000779,derived-from-levels
AOM_001506,broader,AOM_000779,derived-from-levels
AOM_000763,broader,AOM_000779,derived-from-levels
AOM_000770,broader,AOM_000779,derived-from-levels
AOM_001509,broader,AOM_000779,derived-from-levels
AOM_000774,broader,AOM_000779,derived-from-levels
AOM_000776,broader,AOM_000779,derived-from-levels
AOM_000778,broader,AOM_000779,derived-from-levels
AOM_001417,broader,AOM_000779,derived-from-levels
AOM_001418,broader,AOM_000779,derived-from-levels
AOM_001069,broader,AOM_001068,derived-from-levels
AOM_001375,broader,AOM_000793,derived-from-levels
AOM_001062,broader,AOM_000328,derived-from-levels
AOM_000300,broader,AOM_001062,derived-from-levels
AOM_004006,broader,AOM_000300,derived-from-levels
AOM_000287,broader,AOM_000300,derived-from-levels
AOM_004007,broader,AOM_000300,derived-from-levels
AOM_004008,broader,AOM_000300,derived-from-levels
AOM_004009,broader,AOM_000300,derived-from-levels
AOM_000289,broader,AOM_000300,derived-from-levels
AOM_000290,broader,AOM_000300,derived-from-levels
AOM_001063,broader,AOM_000300,derived-from-levels
AOM_000292,broader,AOM_001063,derived-from-levels
AOM_004010,broader,AOM_001063,derived-from-levels
AOM_000291,broader,AOM_001063,derived-from-levels
AOM_000294,broader,AOM_001063,derived-from-levels
AOM_000299,broader,AOM_001063,derived-from-levels
AOM_001064,broader,AOM_000300,derived-from-levels
AOM_000288,broader,AOM_001064,derived-from-levels
AOM_000295,broader,AOM_001064,derived-from-levels
AOM_000298,broader,AOM_001064,derived-from-levels
AOM_000296,broader,AOM_000298,derived-from-levels
AOM_000297,broader,AOM_000298,derived-from-levels
AOM_001065,broader,AOM_001062,derived-from-levels
AOM_000285,broader,AOM_001065,derived-from-levels
AOM_000302,broader,AOM_001062,derived-from-levels
AOM_000301,broader,AOM_001062,derived-from-levels
AOM_002557,broader,AOM_001062,derived-from-levels
AOM_000303,broader,AOM_001062,derived-from-levels
AOM_000304,broader,AOM_001062,derived-from-levels
AOM_000305,broader,AOM_001062,derived-from-levels
AOM_000306,broader,AOM_001062,derived-from-levels
AOM_000307,broader,AOM_001062,derived-from-levels
AOM_000308,broader,AOM_001062,derived-from-levels
AOM_000309,broader,AOM_001062,derived-from-levels
AOM_000318,broader,AOM_001062,derived-from-levels
AOM_000310,broader,AOM_001062,derived-from-levels
AOM_000311,broader,AOM_001062,derived-from-levels
AOM_000312,broader,AOM_001062,derived-from-levels
AOM_000313,broader,AOM_001062,derived-from-levels
AOM_000314,broader,AOM_001062,derived-from-levels
AOM_000315,broader,AOM_001062,derived-from-levels
AOM_000319,broader,AOM_001062,derived-from-levels
AOM_002556,broader,AOM_001062,derived-from-levels
AOM_000316,broader,AOM_001062,derived-from-levels
AOM_000317,broader,AOM_001062,derived-from-levels
AOM_000320,broader,AOM_001062,derived-from-levels
AOM_000321,broader,AOM_000328,derived-from-levels
AOM_000326,broader,AOM_000328,derived-from-levels
AOM_000322,broader,AOM_000326,derived-from-levels
AOM_000323,broader,AOM_000326,derived-from-levels
AOM_000325,broader,AOM_000326,derived-from-levels
AOM_000327,broader,AOM_000328,derived-from-levels
AOM_000845,broader,AOM_000328,derived-from-levels
AOM_006824,broader,AOM_000820,derived-from-levels
AOM_000824,broader,AOM_000820,derived-from-levels
AOM_000821,broader,AOM_006824,derived-from-levels
AOM_000822,broader,AOM_006824,derived-from-levels
AOM_000825,broader,AOM_000820,derived-from-levels
AOM_000823,broader,AOM_000820,derived-from-levels
AOM_000831,broader,AOM_000830,derived-from-levels
AOM_000817,broader,AOM_000819,derived-from-levels
AOM_100848,broader,AOM_000819,derived-from-levels
AOM_000842,broader,AOM_000845,derived-from-levels
AOM_000843,broader,AOM_000842,derived-from-levels
AOM_000844,broader,AOM_000842,derived-from-levels
AOM_000837,broader,AOM_000845,derived-from-levels
AOM_000834,broader,AOM_000837,derived-from-levels
AOM_000835,broader,AOM_000837,derived-from-levels
AOM_003097,broader,AOM_000837,derived-from-levels
AOM_000841,broader,AOM_000837,derived-from-levels
AOM_000836,broader,AOM_000837,derived-from-levels
AOM_000839,broader,AOM_000836,derived-from-levels
AOM_000838,broader,AOM_000837,derived-from-levels
AOM_000840,broader,AOM_000837,derived-from-levels
AOM_000826,broader,AOM_000845,derived-from-levels
AOM_000827,broader,AOM_000826,derived-from-levels
AOM_000828,broader,AOM_000827,derived-from-levels
AOM_000829,broader,AOM_000827,derived-from-levels
AOM_000833,broader,AOM_000826,derived-from-levels
AOM_000832,broader,AOM_000826,derived-from-levels
AOM_000108,broader,AOM_000107,derived-from-levels
AOM_000109,broader,AOM_000108,derived-from-levels
AOM_000135,broader,AOM_000109,derived-from-levels
AOM_000140,broader,AOM_000109,derived-from-levels
AOM_000138,broader,AOM_000109,derived-from-levels
AOM_000139,broader,AOM_000109,derived-from-levels
AOM_000137,broader,AOM_000109,derived-from-levels
AOM_000143,broader,AOM_000109,derived-from-levels
AOM_000145,broader,AOM_000143,derived-from-levels
AOM_000146,broader,AOM_000145,derived-from-levels
AOM_000147,broader,AOM_000145,derived-from-levels
AOM_000149,broader,AOM_000143,derived-from-levels
AOM_000144,broader,AOM_000143,derived-from-levels
AOM_000150,broader,AOM_000143,derived-from-levels
AOM_000148,broader,AOM_000143,derived-from-levels
AOM_000112,broader,AOM_000109,derived-from-levels
AOM_000110,broader,AOM_000109,derived-from-levels
AOM_000111,broader,AOM_000109,derived-from-levels
AOM_000113,broader,AOM_000109,derived-from-levels
AOM_000136,broader,AOM_000109,derived-from-levels
AOM_000114,broader,AOM_000109,derived-from-levels
AOM_000116,broader,AOM_000114,derived-from-levels
AOM_000115,broader,AOM_000114,derived-from-levels
AOM_000118,broader,AOM_000109,derived-from-levels
AOM_000119,broader,AOM_000109,derived-from-levels
AOM_000120,broader,AOM_000109,derived-from-levels
AOM_000124,broader,AOM_000120,derived-from-levels
AOM_000125,broader,AOM_000120,derived-from-levels
AOM_000127,broader,AOM_000125,derived-from-levels
AOM_000129,broader,AOM_000125,derived-from-levels
AOM_000128,broader,AOM_000125,derived-from-levels
AOM_000126,broader,AOM_000125,derived-from-levels
AOM_000132,broader,AOM_000120,derived-from-levels
AOM_000123,broader,AOM_000120,derived-from-levels
AOM_000122,broader,AOM_000120,derived-from-levels
AOM_000133,broader,AOM_000120,derived-from-levels
AOM_000131,broader,AOM_000120,derived-from-levels
AOM_000130,broader,AOM_000120,derived-from-levels
AOM_000134,broader,AOM_000120,derived-from-levels
AOM_000121,broader,AOM_000120,derived-from-levels
AOM_000117,broader,AOM_000109,derived-from-levels
AOM_000151,broader,AOM_000107,derived-from-levels
AOM_000177,broader,AOM_000173,derived-from-levels
AOM_000176,broader,AOM_000173,derived-from-levels
AOM_000174,broader,AOM_000173,derived-from-levels
AOM_000175,broader,AOM_000173,derived-from-levels
AOM_000152,broader,AOM_000151,derived-from-levels
AOM_000155,broader,AOM_000152,derived-from-levels
AOM_000154,broader,AOM_000152,derived-from-levels
AOM_000156,broader,AOM_000154,derived-from-levels
AOM_000153,broader,AOM_000152,derived-from-levels
AOM_000939,broader,AOM_000938,derived-from-levels
AOM_000157,broader,AOM_000107,derived-from-levels
AOM_000158,broader,AOM_000157,derived-from-levels
AOM_000159,broader,AOM_000157,derived-from-levels
AOM_000160,broader,AOM_000157,derived-from-levels
AOM_000161,broader,AOM_000157,derived-from-levels
AOM_000163,broader,AOM_000168,derived-from-levels
AOM_000166,broader,AOM_000164,derived-from-levels
AOM_000167,broader,AOM_000164,derived-from-levels
AOM_000165,broader,AOM_000164,derived-from-levels
AOM_000329,broader,AOM_000107,derived-from-levels
AOM_000346,broader,AOM_000329,derived-from-levels
AOM_000347,broader,AOM_000346,derived-from-levels
AOM_000348,broader,AOM_000346,derived-from-levels
AOM_000350,broader,AOM_000346,derived-from-levels
AOM_000351,broader,AOM_000350,derived-from-levels
AOM_000352,broader,AOM_000350,derived-from-levels
AOM_000353,broader,AOM_000350,derived-from-levels
AOM_000354,broader,AOM_000350,derived-from-levels
AOM_000349,broader,AOM_000346,derived-from-levels
AOM_000330,broader,AOM_000329,derived-from-levels
AOM_000331,broader,AOM_000330,derived-from-levels
AOM_000336,broader,AOM_000331,derived-from-levels
AOM_000333,broader,AOM_000331,derived-from-levels
AOM_000334,broader,AOM_000333,derived-from-levels
AOM_000335,broader,AOM_000333,derived-from-levels
AOM_000338,broader,AOM_000331,derived-from-levels
AOM_000339,broader,AOM_000338,derived-from-levels
AOM_000340,broader,AOM_000338,derived-from-levels
AOM_000341,broader,AOM_000338,derived-from-levels
AOM_000342,broader,AOM_000338,derived-from-levels
AOM_000343,broader,AOM_000331,derived-from-levels
AOM_000345,broader,AOM_000343,derived-from-levels
AOM_000344,broader,AOM_000343,derived-from-levels
AOM_000355,broader,AOM_000329,derived-from-levels
AOM_000956,broader,AOM_000955,derived-from-levels
AOM_000957,broader,AOM_000956,derived-from-levels
AOM_000958,broader,AOM_000957,derived-from-levels
AOM_002510,broader,AOM_000958,derived-from-levels
AOM_000959,broader,AOM_000957,derived-from-levels
AOM_002511,broader,AOM_000959,derived-from-levels
AOM_000960,broader,AOM_000956,derived-from-levels
AOM_000961,broader,AOM_000955,derived-from-levels
AOM_000976,broader,AOM_000961,derived-from-levels
AOM_000980,broader,AOM_000976,derived-from-levels
AOM_000981,broader,AOM_000980,derived-from-levels
AOM_000982,broader,AOM_000980,derived-from-levels
AOM_000977,broader,AOM_000976,derived-from-levels
AOM_000978,broader,AOM_000977,derived-from-levels
AOM_000979,broader,AOM_000977,derived-from-levels
AOM_002500,broader,AOM_000976,derived-from-levels
AOM_003060,broader,AOM_000976,derived-from-levels
AOM_000963,broader,AOM_000961,derived-from-levels
AOM_000966,broader,AOM_000963,derived-from-levels
AOM_000975,broader,AOM_000963,derived-from-levels
AOM_000973,broader,AOM_000975,derived-from-levels
AOM_000970,broader,AOM_000975,derived-from-levels
AOM_000962,broader,AOM_000961,derived-from-levels
AOM_000965,broader,AOM_000962,derived-from-levels
AOM_000974,broader,AOM_000962,derived-from-levels
AOM_000972,broader,AOM_000974,derived-from-levels
AOM_000969,broader,AOM_000974,derived-from-levels
AOM_000964,broader,AOM_000961,derived-from-levels
AOM_000967,broader,AOM_000961,derived-from-levels
AOM_000971,broader,AOM_000967,derived-from-levels
AOM_000968,broader,AOM_000967,derived-from-levels
AOM_001044,broader,AOM_001039,derived-from-levels
AOM_001045,broader,AOM_001044,derived-from-levels
AOM_001046,broader,AOM_001045,derived-from-levels
AOM_001047,broader,AOM_001044,derived-from-levels
AOM_002509,broader,AOM_001039,derived-from-levels
AOM_002508,broader,AOM_001039,derived-from-levels
AOM_001043,broader,AOM_001042,derived-from-levels
AOM_001059,broader,AOM_001048,derived-from-levels
AOM_001061,broader,AOM_001059,derived-from-levels
AOM_001060,broader,AOM_001059,derived-from-levels
AOM_001056,broader,AOM_001050,derived-from-levels
AOM_001053,broader,AOM_001050,derived-from-levels
AOM_001057,broader,AOM_001051,derived-from-levels
AOM_001054,broader,AOM_001051,derived-from-levels
AOM_001058,broader,AOM_001052,derived-from-levels
AOM_001055,broader,AOM_001052,derived-from-levels
AOM_001001,broader,AOM_001000,derived-from-levels
AOM_001002,broader,AOM_001001,derived-from-levels
AOM_001003,broader,AOM_001002,derived-from-levels
AOM_001004,broader,AOM_001002,derived-from-levels
AOM_001005,broader,AOM_001001,derived-from-levels
AOM_001006,broader,AOM_001000,derived-from-levels
AOM_001007,broader,AOM_001006,derived-from-levels
AOM_001008,broader,AOM_001007,derived-from-levels
AOM_001009,broader,AOM_001007,derived-from-levels
AOM_001011,broader,AOM_001009,derived-from-levels
AOM_001010,broader,AOM_001009,derived-from-levels
AOM_001012,broader,AOM_001006,derived-from-levels
AOM_001013,broader,AOM_001012,derived-from-levels
AOM_001014,broader,AOM_001012,derived-from-levels
AOM_001016,broader,AOM_001014,derived-from-levels
AOM_001015,broader,AOM_001014,derived-from-levels
AOM_001018,broader,AOM_001017,derived-from-levels
AOM_001019,broader,AOM_001018,derived-from-levels
AOM_001020,broader,AOM_001019,derived-from-levels
AOM_001021,broader,AOM_001019,derived-from-levels
AOM_001022,broader,AOM_001018,derived-from-levels
AOM_001023,broader,AOM_001022,derived-from-levels
AOM_001024,broader,AOM_001017,derived-from-levels
AOM_001026,broader,AOM_001024,derived-from-levels
AOM_001035,broader,AOM_001026,derived-from-levels
AOM_001030,broader,AOM_001026,derived-from-levels
AOM_001032,broader,AOM_001030,derived-from-levels
AOM_001025,broader,AOM_001024,derived-from-levels
AOM_001034,broader,AOM_001025,derived-from-levels
AOM_001029,broader,AOM_001025,derived-from-levels
AOM_001031,broader,AOM_001029,derived-from-levels
AOM_001036,broader,AOM_001024,derived-from-levels
AOM_001037,broader,AOM_001036,derived-from-levels
AOM_001038,broader,AOM_001036,derived-from-levels
AOM_001033,broader,AOM_001024,derived-from-levels
AOM_001027,broader,AOM_001024,derived-from-levels
AOM_001028,broader,AOM_001027,derived-from-levels
AOM_000984,broader,AOM_000983,derived-from-levels
AOM_000985,broader,AOM_000984,derived-from-levels
AOM_000986,broader,AOM_000985,derived-from-levels
AOM_000987,broader,AOM_000985,derived-from-levels
AOM_000988,broader,AOM_000984,derived-from-levels
AOM_000989,broader,AOM_000983,derived-from-levels
AOM_000990,broader,AOM_000989,derived-from-levels
AOM_000991,broader,AOM_000990,derived-from-levels
AOM_000992,broader,AOM_000990,derived-from-levels
AOM_000994,broader,AOM_000992,derived-from-levels
AOM_000993,broader,AOM_000992,derived-from-levels
AOM_000995,broader,AOM_000989,derived-from-levels
AOM_000996,broader,AOM_000995,derived-from-levels
AOM_000997,broader,AOM_000995,derived-from-levels
AOM_000999,broader,AOM_000997,derived-from-levels
AOM_000998,broader,AOM_000997,derived-from-levels
AOM_003006,broader,AOM_003003,derived-from-levels
AOM_003008,broader,AOM_003003,derived-from-levels
AOM_003009,broader,AOM_003008,derived-from-levels
AOM_003007,broader,AOM_003003,derived-from-levels
AOM_003005,broader,AOM_003003,derived-from-levels
AOM_003010,broader,AOM_003003,derived-from-levels
AOM_003016,broader,AOM_003011,derived-from-levels
AOM_003018,broader,AOM_003011,derived-from-levels
AOM_003019,broader,AOM_003018,derived-from-levels
AOM_003017,broader,AOM_003011,derived-from-levels
AOM_003012,broader,AOM_003011,derived-from-levels
AOM_003013,broader,AOM_003011,derived-from-levels
AOM_003014,broader,AOM_003011,derived-from-levels
AOM_003015,broader,AOM_003011,derived-from-levels
AOM_003020,broader,AOM_003011,derived-from-levels
AOM_000499,broader,AOM_000358,derived-from-levels
AOM_000512,broader,AOM_000499,derived-from-levels
AOM_001089,broader,AOM_000512,derived-from-levels
AOM_000514,broader,AOM_001089,derived-from-levels
AOM_000513,broader,AOM_001089,derived-from-levels
AOM_003107,broader,AOM_000512,derived-from-levels
AOM_001090,broader,AOM_000512,derived-from-levels
AOM_000516,broader,AOM_001090,derived-from-levels
AOM_000515,broader,AOM_001090,derived-from-levels
AOM_000501,broader,AOM_000499,derived-from-levels
AOM_000502,broader,AOM_000501,derived-from-levels
AOM_000503,broader,AOM_000502,derived-from-levels
AOM_000505,broader,AOM_000503,derived-from-levels
AOM_000504,broader,AOM_000503,derived-from-levels
AOM_000506,broader,AOM_000502,derived-from-levels
AOM_000508,broader,AOM_000506,derived-from-levels
AOM_000507,broader,AOM_000506,derived-from-levels
AOM_000510,broader,AOM_000501,derived-from-levels
AOM_000511,broader,AOM_000499,derived-from-levels
AOM_000500,broader,AOM_000499,derived-from-levels
AOM_000475,broader,AOM_000358,derived-from-levels
AOM_000476,broader,AOM_000475,derived-from-levels
AOM_000478,broader,AOM_000477,derived-from-levels
