case_id,concept_id,preferred_label,hierarchy_path,source_context,component_or_form_terms,process_terms,definition_status,lexical_collision_keys,feedipedia,agrovoc,cpc_product,review_status,proposed_disposition,reviewer,review_date,rationale
CEREAL-006336,AOM_006336,Rice Straw Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Dried Ground,Rice,,dried;ground,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006303,AOM_006303,Rice Straw Dried Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Dried Urea Treated,Rice,,dried;urea treated,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006413,AOM_006413,Rice Straw Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Ensiled,Rice,,ensiled,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006301,AOM_006301,Rice Straw Ensiled Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Ensiled Urea Treated,Rice,,ensiled;urea treated,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006304,AOM_006304,Rice Straw Fermented Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Fermented Ground,Rice,,fermented;ground,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006190,AOM_006190,Rice Straw Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Ground,Rice,,ground,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-003692,AOM_003692,Rice Straw Molasses Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Molasses Treated,Rice,,molasses treated,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-006302,AOM_006302,Rice Straw Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Rice Straw Urea Treated,Rice,,urea treated,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-002084,AOM_002084,Spent Rice Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw/Spent Rice Straw,Rice,,,present,,,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-000579,AOM_000579,Rice Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Straw,Rice,,,present,,https://www.feedipedia.org/node/11646,http://aims.fao.org/aos/agrovoc/c_16032,0113,review-required,,,,
CEREAL-000580,AOM_000580,Rye Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rye/Rye Bran,Rye,,,present,,https://www.feedipedia.org/node/12541,http://aims.fao.org/aos/agrovoc/c_5ee1eecb,0116,review-required,,,,
CEREAL-001772,AOM_001772,Sorghum Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Bran,Sorghum,,,present,,https://www.feedipedia.org/node/12611,,0114,review-required,,,,
CEREAL-001814,AOM_001814,Sorghum Brewers Grain Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Brewers Grain/Sorghum Brewers Grain Dried,Sorghum,grain,dried,present,,https://www.feedipedia.org/node/15783,,0114,review-required,,,,
CEREAL-001945,AOM_001945,Sorghum Brewers Grain Dried Refermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Brewers Grain/Sorghum Brewers Grain Dried Refermented,Sorghum,grain,dried,present,,,,0114,review-required,,,,
CEREAL-006005,AOM_006005,Sorghum Brewers Grain Refermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Brewers Grain/Sorghum Brewers Grain Refermented,Sorghum,grain,,present,,,,0114,review-required,,,,
CEREAL-001813,AOM_001813,Sorghum Brewers Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Brewers Grain,Sorghum,grain,,present,,https://www.feedipedia.org/node/15783,,0114,review-required,,,,
CEREAL-006316,AOM_006316,Sorghum Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Dried,Sorghum,,dried,present,,https://www.feedipedia.org/node/12611,,0114,review-required,,,,
CEREAL-001276,AOM_001276,Sorghum Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Ground,Sorghum,,ground,present,,https://www.feedipedia.org/node/11655,,0114,review-required,,,,
CEREAL-006312,AOM_006312,Sorghum Husk Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Husk/Sorghum Husk Urea Treated,Sorghum,,urea treated,present,,,,0114,review-required,,,,
CEREAL-002339,AOM_002339,Sorghum Husk,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Husk,Sorghum,,,present,,,,0114,review-required,,,,
CEREAL-002086,AOM_002086,Sorghum Sprout Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Sprout/Sorghum Sprout Dried Ground,Sorghum,,dried;ground,present,,https://www.feedipedia.org/node/15784,,0114,review-required,,,,
CEREAL-002117,AOM_002117,Sorghum Straw Alkali Treated Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Straw/Sorghum Straw Alkali Treated Dried,Sorghum,,alkali treated;dried,present,,,,0114,review-required,,,,
CEREAL-006313,AOM_006313,Sorghum Straw Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Straw/Sorghum Straw Crushed,Sorghum,,crushed,present,,,,0114,review-required,,,,
CEREAL-006314,AOM_006314,Sorghum Straw Crushed Dried Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Straw/Sorghum Straw Crushed Dried Fermented,Sorghum,,crushed;dried;fermented,present,,,,0114,review-required,,,,
CEREAL-006328,AOM_006328,Sorghum Straw Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Straw/Sorghum Straw Dried Ground,Sorghum,,dried;ground,present,,,,0114,review-required,,,,
CEREAL-000581,AOM_000581,Sorghum Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Straw,Sorghum,,,present,,https://www.feedipedia.org/node/12618,,0114,review-required,,,,
CEREAL-001892,AOM_001892,Sorghum Threshed Top,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Threshed Top,Sorghum,,,present,,https://www.feedipedia.org/node/12624,,0114,review-required,,,,
CEREAL-001621,AOM_001621,Tata Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Tata/Tata Dried,Tata,,dried,present,,,,,review-required,,,,
CEREAL-006006,AOM_006006,Tata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Tata,Tata,,,present,,,,,review-required,,,,
CEREAL-006095,AOM_006095,Teff Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff/Teff Ground,Teff,,ground,present,,,,01199.01,review-required,,,,
CEREAL-001197,AOM_001197,Teff Straw Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff/Teff Straw/Teff Straw Crushed,Teff,,crushed,present,,https://www.feedipedia.org/node/12694,,01199.01,review-required,,,,
CEREAL-006260,AOM_006260,Teff Straw Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff/Teff Straw/Teff Straw Dried,Teff,,dried,present,,https://www.feedipedia.org/node/12694,,01199.01,review-required,,,,
CEREAL-006259,AOM_006259,Teff Straw Ensiled Fermented Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff/Teff Straw/Teff Straw Ensiled Fermented Urea Treated,Teff,,ensiled;fermented;urea treated,present,,https://www.feedipedia.org/node/12694,,01199.01,review-required,,,,
CEREAL-003102,AOM_003102,Teff Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff/Teff Straw,Teff,,,present,,https://www.feedipedia.org/node/22526,,01199.01,review-required,,,,
CEREAL-006199,AOM_006199,Teff,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Teff,Teff,,,present,,,,,review-required,,,,
CEREAL-000563,AOM_000563,Unspecified Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Bran,Unspecified Bran,,,present,,,,,review-required,,,,
CEREAL-002015,AOM_002015,Unspecified Bran Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Bran/Unspecified Bran Dried Ground,Unspecified Bran,,dried;ground,present,,,,,review-required,,,,
CEREAL-001883,AOM_001883,Unspecified Bran Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Bran/Unspecified Bran Ground,Unspecified Bran,,ground,present,,,,,review-required,,,,
CEREAL-006222,AOM_006222,Unspecified Forage,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Forage,Unspecified Forage,,,present,,,,,review-required,,,,
CEREAL-001807,AOM_001807,Unspecified Silage,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Silage,Unspecified Silage,,,present,,,,,review-required,,,,
CEREAL-000582,AOM_000582,Unspecified Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Straw,Unspecified Straw,,,present,,,http://aims.fao.org/aos/agrovoc/c_7441,,review-required,,,,
CEREAL-006244,AOM_006244,Unspecified Straw Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Unspecified Straw/Unspecified Straw Ground,Unspecified Straw,,ground,present,,,http://aims.fao.org/aos/agrovoc/c_7441,,review-required,,,,
CEREAL-001622,AOM_001622,Wheat Bran Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran/Wheat Bran Ground,Wheat,,ground,present,,https://www.feedipedia.org/node/12751,http://aims.fao.org/aos/agrovoc/c_019ee1cc,0111,review-required,,,,
CEREAL-000586,AOM_000586,Wheat Bran Remoulage,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran/Wheat Bran Remoulage,Wheat,,,present,,,http://aims.fao.org/aos/agrovoc/c_019ee1cc,0111,review-required,,,,
CEREAL-000585,AOM_000585,Wheat Bran,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran,Wheat,,,present,,https://www.feedipedia.org/node/12751,http://aims.fao.org/aos/agrovoc/c_019ee1cc,0111,review-required,,,,
CEREAL-000587,AOM_000587,Wheat Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Dried,Wheat,,dried,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-001261,AOM_001261,Wheat Ground Remoulage,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Ground/Wheat Ground Remoulage,Wheat,,ground,present,,,,0111,review-required,,,,
CEREAL-001623,AOM_001623,Wheat Offal Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal/Wheat Offal Ground,Wheat,,ground,present,,https://www.feedipedia.org/node/12751,,0111,review-required,,,,
CEREAL-000589,AOM_000589,Wheat Offal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal,Wheat,,,present,,https://www.feedipedia.org/node/12751,,0111,review-required,,,,
CEREAL-000591,AOM_000591,Wheat Shorts,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Shorts,Wheat,,,present,,,,0111,review-required,,,,
CEREAL-001262,AOM_001262,Wheat Straw Dried Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Dried Urea Treated,Wheat,,dried;urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-006181,AOM_006181,Wheat Straw Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Ensiled,Wheat,,ensiled,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-006206,AOM_006206,Wheat Straw Ensiled Fermented,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Ensiled Fermented,Wheat,,ensiled;fermented,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-001750,AOM_001750,Wheat Straw Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Ground,Wheat,,ground,present,,https://www.feedipedia.org/node/12755,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-001624,AOM_001624,Wheat Straw Lime Treated Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Lime Treated Urea Treated,Wheat,,urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-001751,AOM_001751,Wheat Straw Urea Treated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw/Wheat Straw Urea Treated,Wheat,,urea treated,present,,,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-001887,AOM_001887,Wheat Straw,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Straw,Wheat,,,present,,https://www.feedipedia.org/node/12758,http://aims.fao.org/aos/agrovoc/c_16066,0111,review-required,,,,
CEREAL-002017,AOM_002017,Wheat Grain Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal Products/Wheat/Wheat Grain/Wheat Grain Ground,Wheat,grain,ground,present,,https://www.feedipedia.org/node/12754,,0111,review-required,,,,
CEREAL-001318,AOM_001318,Wheat Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal Products/Wheat/Wheat Grain,Wheat,grain,,present,,https://www.feedipedia.org/node/12754,,0111,review-required,,,,
CEREAL-000662,AOM_000662,Cereal Products,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products,,,,present,,,,011,review-required,,,,
CEREAL-000647,AOM_000647,Barley Grain Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Grain/Barley Grain Crushed,Barley,grain,crushed,present,,,http://aims.fao.org/aos/agrovoc/c_e4483107,0115,review-required,,,,
CEREAL-006033,AOM_006033,Barley Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Grain,Barley,grain,,present,,https://www.feedipedia.org/node/11705,http://aims.fao.org/aos/agrovoc/c_e4483107,0115,review-required,,,,
CEREAL-001613,AOM_001613,Barley Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Ground,Barley,,ground,present,,https://www.feedipedia.org/node/11705,,0115,review-required,,,,
CEREAL-006034,AOM_006034,Barley Sprouted Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley/Barley Sprouted Grain,Barley,grain,sprouted,present,,,http://aims.fao.org/aos/agrovoc/c_e4483107,0115,review-required,,,,
CEREAL-001202,AOM_001202,Barley,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Barley,Barley,,,present,,https://www.feedipedia.org/node/11705,,0115,review-required,,,,
CEREAL-000648,AOM_000648,Maize,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize,Maize,,,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-002108,AOM_002108,Maize Cracked,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Cracked,Maize,,cracked,present,,https://www.feedipedia.org/node/11662,,0112,review-required,,,,
CEREAL-002119,AOM_002119,Maize Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Crushed,Maize,,crushed,present,,https://www.feedipedia.org/node/11662,,0112,review-required,,,,
CEREAL-001326,AOM_001326,Maize Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Ensiled,Maize,,ensiled,present,,https://www.feedipedia.org/node/13883,,0112,review-required,,,,
CEREAL-000570,AOM_000570,Maize Extruded,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Extruded,Maize,,extruded,present,,https://www.feedipedia.org/node/11662,,0112,review-required,,,,
CEREAL-001656,AOM_001656,Maize Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Dried Ground,Maize,,dried;ground,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-002031,AOM_002031,Maize Dried Ground Heated,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Dried Ground Heated,Maize,,dried;ground;heated,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-006164,AOM_006164,Maize Grain Crushed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Grain Crushed,Maize,grain,crushed,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-001679,AOM_001679,Maize Grain Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain/Maize Grain Ground,Maize,grain,ground,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-000649,AOM_000649,Maize Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Grain,Maize,grain,,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-001674,AOM_001674,Maize Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Ground,Maize,,ground,present,,https://www.feedipedia.org/node/11662,http://aims.fao.org/aos/agrovoc/c_12332,0112,review-required,,,,
CEREAL-000651,AOM_000651,Maize Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Oil,Maize,,,present,,,http://aims.fao.org/aos/agrovoc/c_29474,0112,review-required,,,,
CEREAL-001289,AOM_001289,Maize Starch,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Starch,Maize,,,present,,https://www.feedipedia.org/node/12641,http://aims.fao.org/aos/agrovoc/c_a40b4471,0112,review-required,,,,
CEREAL-006072,AOM_006072,Maize Whole Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole/Maize Whole Ensiled,Maize,whole,ensiled,missing,,,,0112,review-required,,,,
CEREAL-001324,AOM_001324,Maize Whole Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole/Maize Whole Ground,Maize,whole,ground,present,,https://www.feedipedia.org/node/11662,,0112,review-required,,,,
CEREAL-001313,AOM_001313,Maize Whole,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize/Maize Whole,Maize,whole,,present,,https://www.feedipedia.org/node/11662,,0112,review-required,,,,
CEREAL-004003,AOM_004003,Maize Yellow Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow/Maize Yellow Grain,Maize Yellow,grain,,present,,https://www.feedipedia.org/node/11668,,,review-required,,,,
CEREAL-004002,AOM_004002,Maize Yellow,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow,Maize Yellow,,,missing,,https://www.feedipedia.org/node/11628,http://aims.fao.org/aos/agrovoc/c_12332,,review-required,,,,
CEREAL-000654,AOM_000654,Millet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Millet,Millet,,,present,,https://www.feedipedia.org/node/11688,http://aims.fao.org/aos/agrovoc/c_4838,0118,review-required,,,,
CEREAL-001355,AOM_001355,Oat Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Ensiled,Oat,,ensiled,present,,https://www.feedipedia.org/node/12388,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001959,AOM_001959,Oat Grain Dried Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Grain/Oat Grain Dried Wilted,Oat,grain,dried;wilted,present,,,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001331,AOM_001331,Oat Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Grain,Oat,grain,,present,,https://www.feedipedia.org/node/12391,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001332,AOM_001332,Oat Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat/Oat Ground,Oat,,ground,present,,https://www.feedipedia.org/node/12391,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001895,AOM_001895,Oat,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Oat,Oat,,,present,,https://www.feedipedia.org/node/12391,http://aims.fao.org/aos/agrovoc/c_c0e6f391;http://aims.fao.org/aos/agrovoc/c_34065,0117,review-required,,,,
CEREAL-001334,AOM_001334,Pearl Millet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Pearl Millet,Pearl Millet,,,present,,https://www.feedipedia.org/node/11688,http://aims.fao.org/aos/agrovoc/c_4838,,review-required,,,,
CEREAL-006156,AOM_006156,Rice Grain Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Rice Grain/Rice Grain Ground,Rice,grain,ground,present,,https://www.feedipedia.org/node/12526,http://aims.fao.org/aos/agrovoc/c_6599,0113,review-required,,,,
CEREAL-000655,AOM_000655,Rice Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Rice Grain,Rice,grain,,present,,https://www.feedipedia.org/node/12526,http://aims.fao.org/aos/agrovoc/c_6599,0113,review-required,,,,
CEREAL-000656,AOM_000656,Whole Rice Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Rice/Whole Rice Ground,Rice,whole,ground,present,,,http://aims.fao.org/aos/agrovoc/c_25500,0113,review-required,,,,
CEREAL-001339,AOM_001339,Sorghum Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Ensiled,Sorghum,,ensiled,present,,,,0114,review-required,,,,
CEREAL-000657,AOM_000657,Sorghum Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Sorghum/Sorghum Grain,Sorghum,grain,,present,,https://www.feedipedia.org/node/11655,http://aims.fao.org/aos/agrovoc/c_7244;http://aims.fao.org/aos/agrovoc/c_7249,0114,review-required,,,,
